type,n,mn9,mn9_L,mn9_R,cns
aPhM2a,5,0.0,0.0,0.0,0.007401095636389753
aPhM5,4,0.0,0.0,0.0,0.0001893520178069249
TPMN1,48,0.0,0.0,0.0,0.0038794547602673296
PhG1c,4,0.0,0.0,0.0,0.0004537919047441821
BM_Taste,40,0.0,0.0,0.0,0.005312774496070114
claw_tpGRN,50,0.0,0.0,0.0,0.0016523797861049882
JO-FV,70,0.0,0.0,0.0,0.0023416633844188265
BM_Vib,22,0.0,0.0,0.0,0.005413428567883676
