type,n,mn9,mn9_L,mn9_R,cns
BM_Vib,22,12.333333333333334,24.666666666666668,0.0,3.1801476710176524
JO-FV,70,8.666666666666666,17.333333333333332,0.0,2.110103248739519
aPhM2a,5,8.5,16.0,1.0,0.3020737432502138
claw_tpGRN,50,6.0,12.0,0.0,0.2059792636133562
TPMN1,48,2.0,4.0,0.0,0.19359393603340772
aPhM5,4,0.0,0.0,0.0,0.0005092916341013843
PhG1c,4,0.0,0.0,0.0,0.09560644554268614
BM_Taste,40,0.0,0.0,0.0,0.13685210764001135
